0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.24,2.00,2.24,3.32,2.83,2.00,3.00,2.65,2.45,2.45,3.32,2.45,2.83,2.83,2.65,2.83,2.65,2.45,2.00,3.00,2.24,2.00,1.73,3.16
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,2.45,2.24,2.45,2.83,2.24,3.00,2.45,2.45,2.24,2.24,2.83,3.00,3.00,3.32,2.83,3.32,2.83,3.00,3.00,2.45,2.83,2.24,2.83,3.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,2.83,1.00,2.00,2.83,3.32,2.65,2.45,2.83,3.00,2.65,3.46,2.24,3.00,3.00,2.83,3.32,2.45,2.65,2.65,2.00,2.83,2.24,2.45,2.65
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,2.45,3.00,3.00,2.83,2.45,3.00,3.00,3.16,3.16,3.32,2.45,2.45,2.83,2.65,3.16,2.24,2.45,2.45,3.00,2.24,2.45,2.65,2.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,3.16,3.32,3.16,2.00,2.65,3.32,2.45,3.16,2.24,3.32,2.45,2.24,3.00,2.24,2.83,2.24,2.83,2.24,3.32,2.45,3.16,3.00,3.16,2.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,3.00,3.46,3.32,3.00,2.45,2.45,3.00,3.00,2.45,3.16,1.73,2.83,2.45,2.83,2.24,2.45,3.00,2.83,2.83,3.00,3.00,3.16,3.00,2.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,3.16,3.00,3.46,2.45,2.65,3.00,2.45,2.83,2.24,2.65,2.45,2.65,2.65,3.00,2.83,3.00,2.45,2.65,3.00,2.83,3.16,2.65,2.83,2.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,2.00,2.65,2.45,3.16,3.00,2.24,2.83,2.45,2.65,2.24,2.83,3.00,2.65,2.65,2.83,2.65,2.45,2.65,2.24,3.16,2.83,2.24,2.45,3.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.32,3.16,3.00,2.24,3.16,2.83,2.65,2.65,2.83,2.83,1.73,3.16,2.83,2.83,2.24,2.83,3.00,2.83,3.16,2.24,3.61,3.46,3.00,2.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,2.45,3.32,3.16,2.83,2.24,3.00,2.83,2.83,3.00,2.65,2.45,3.32,2.24,2.65,3.16,2.65,2.45,3.00,2.65,3.46,2.00,2.65,2.83,3.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,3.16,3.00,2.65,2.00,2.45,2.65,2.65,3.16,2.45,2.65,2.83,2.45,3.16,2.65,2.83,3.00,3.16,2.83,3.00,2.24,3.16,3.00,2.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,2.65,2.83,2.65,3.00,2.45,2.83,2.65,3.00,2.83,2.83,2.65,2.83,2.83,2.83,2.65,2.83,3.00,3.16,2.83,2.65,2.65,2.83,3.00,2.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,2.83,3.00,2.83,2.83,2.65,2.65,2.83,3.16,2.65,3.32,3.16,2.24,3.00,2.24,3.16,2.24,2.83,1.73,2.65,3.46,2.00,2.24,2.83,3.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.24,3.00,2.83,2.65,2.65,2.83,2.83,2.65,2.65,2.83,3.16,2.24,2.83,2.45,2.83,3.00,2.45,3.00,2.83,3.16,2.65,2.65,2.83,3.32,2.83
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.83,2.45,2.65,2.83,2.83,2.24,2.65,2.83,2.45,2.65,2.65,3.16,3.00,2.65,3.00,3.16,3.00,2.45,2.24,2.65,3.46,2.00,1.73,2.83,3.32
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,2.65,3.16,2.65,3.00,3.16,2.45,2.65,3.32,2.83,2.83,2.65,2.83,2.83,2.00,2.65,2.00,3.00,2.83,2.45,3.00,2.65,2.83,2.24,2.45
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,3.16,2.24,2.83,2.83,2.65,2.65,2.45,2.45,2.65,2.65,2.83,2.65,2.24,3.32,3.16,3.00,2.83,3.00,3.00,2.83,2.00,2.24,2.83,2.65
